Lifeform,Taxon,TPLName,family,order,class,clade,group,F,K,L,N,R,T
Therophyte,Sherardia arvensis,Sherardia arvensis,Rubiaceae,Gentianales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,5,6,6
Hemicryptophyte,Sibbaldia procumbens,Sibbaldia procumbens,Rosaceae,Rosales,Magnoliopsida,Superrosids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Sibthorpia europaea,Sibthorpia europaea,Plantaginaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,8,4,6,5,5,6
Chamaephyte,Sideritis hirsuta,Sideritis hirsuta,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,4,5,8,3,7,6
Chamaephyte,Sideritis hyssopifolia,Sideritis hyssopifolia,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,4,5,8,3,7,5
Chamaephyte,Sideritis lurida,Sideritis lurida,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Chamaephyte,Sideritis borgiae subsp. borgiae,Sideritis lurida,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Therophyte,Sideritis montana,Sideritis montana,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Chamaephyte,Sideritis ovata,Sideritis ovata,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,4,6,6
Hemicryptophyte,Silaum silaus,Silaum silaus,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,7,4,7,5,6,6
Chamaephyte,Silene acaulis,Silene acaulis,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,6,8,3,7,4
Hemicryptophyte,Silene baccifera,Silene baccifera,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,8,5,6,6,6,5
Chamaephyte,Silene boryi,Silene boryi,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Silene ciliata,Silene ciliata,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,6,8,3,6,4
Therophyte,Silene colorata,Silene colorata,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Therophyte,Silene conica,Silene conica,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,6,6,6
Therophyte,Silene conoidea,Silene conoidea,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,6,5,8,6,7,7
Hemicryptophyte,Silene dioica,Silene dioica,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,7,4,5,5,5,5
Hemicryptophyte,Silene flos-cuculi,Silene flos-cuculi,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,8,5,7,5,5,5
Hemicryptophyte,Silene foetida subsp. gayana,Silene foetida,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,5,8,3,3,4
Therophyte,Silene gallica,Silene gallica,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,5,6,6
Chamaephyte,Petrocoptis pyrenaica subsp. glaucifolia,Silene glaucifolia,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,3,7,6
Hemicryptophyte,Silene italica,Silene italica,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,3,7,6
Hemicryptophyte,Silene coutinhoi,Silene italica,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,3,7,6
Hemicryptophyte,Silene latifolia,Silene latifolia,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,5,6,6
Hemicryptophyte,Silene legionensis,Silene legionensis,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,4,5,8,3,7,6
Hemicryptophyte,Silene mellifera,Silene mellifera,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Silene nutans,Silene nutans,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,4,6,6
Therophyte,Silene portensis,Silene portensis,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Silene pusilla,Silene pusilla,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Silene rupestris,Silene rupestris,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,6,8,2,4,3
Chamaephyte,Silene saxifraga,Silene saxifraga,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,4,6,8,3,8,5
Therophyte,Silene scabriflora subsp. megacalycina,Silene scabriflora,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,4,5,8,4,5,7
Hemicryptophyte,Silene suecica,Silene suecica,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,6,5,8,3,4,3
Hemicryptophyte,Silene vulgaris subsp. glareosa,Silene uniflora,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,6,4,8,4,6,6
Hemicryptophyte,Silene vulgaris subsp. prostrata,Silene uniflora,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,6,4,8,4,6,6
Hemicryptophyte,Silene vulgaris subsp. commutata,Silene vulgaris,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,5,6,6
Hemicryptophyte,Silene vulgaris subsp. vulgaris,Silene vulgaris,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,5,6,6
Hemicryptophyte,Silybum marianum,Silybum marianum,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,6,7,6
Geophyte,Simethis planifolia,Simethis mattiazzii,Asphodelaceae,Asparagales,Liliopsida,Monocots,Angiosperms,6,4,7,3,4,6
Therophyte,Sinapis alba subsp. mairei,Sinapis alba,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,NA,NA,NA,NA,NA,NA
Therophyte,Sinapis arvensis,Sinapis arvensis,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,6,5,7,6,6,6
Hemicryptophyte,Sison amomum,Sison amomum,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,7,4,5,6,6,6
Therophyte,Sisymbrella aspera,Sisymbrella aspera,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,7,5,6,5,6,5
Hemicryptophyte,Sisymbrium austriacum subsp. contortum,Sisymbrium austriacum,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,6,5,7,6,7,6
Hemicryptophyte,Sisymbrium austriacum subsp. chrysanthum,Sisymbrium austriacum,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,6,5,7,6,7,6
Therophyte,Sisymbrium macroloma,Sisymbrium macroloma,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,NA,NA,NA,NA,NA,NA
Therophyte,Sisymbrium officinale,Sisymbrium officinale,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,6,5,7,7,6,6
Therophyte,Sixalix atropurpurea,Sixalix atropurpurea,Caprifoliaceae,Dipsacales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,6,7,7
Phanerophyte,Smilax aspera,Smilax aspera,Smilacaceae,Liliales,Liliopsida,Monocots,Angiosperms,6,4,6,4,6,6
Hemicryptophyte,Smyrnium olusatrum,Smyrnium olusatrum,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,6,5,6,6,6,6
Hemicryptophyte,Smyrnium perfoliatum,Smyrnium perfoliatum,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Therophyte,Solanum nigrum,Solanum americanum,Solanaceae,Solanales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,7,6,6
Phanerophyte,Solanum dulcamara,Solanum dulcamara,Solanaceae,Solanales,Magnoliopsida,Superasterids,Angiosperms,8,4,6,6,6,6
Therophyte,Solanum villosum,Solanum villosum,Solanaceae,Solanales,Magnoliopsida,Superasterids,Angiosperms,7,5,7,7,6,6
Hemicryptophyte,Soldanella alpina subsp. cantabrica,Soldanella alpina,Primulaceae,Ericales,Magnoliopsida,Superasterids,Angiosperms,8,5,8,3,6,4
Hemicryptophyte,Soldanella villosa,Soldanella villosa,Primulaceae,Ericales,Magnoliopsida,Superasterids,Angiosperms,9,5,5,5,5,5
Hemicryptophyte,Solidago virgaurea,Solidago virgaurea,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,6,5,6,4,4,5
Hemicryptophyte,Solidago virgaurea subsp. minuta,Solidago virgaurea,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,6,5,6,4,4,5
Therophyte,Sonchus asper subsp. asper,Sonchus asper,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,6,6,6
Therophyte,Sonchus oleraceus,Sonchus oleraceus,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,6,6,6
Phanerophyte,Sorbus aria,Sorbus aria,Rosaceae,Rosales,Magnoliopsida,Superrosids,Angiosperms,6,5,6,4,5,5
Phanerophyte,Sorbus aucuparia,Sorbus aucuparia,Rosaceae,Rosales,Magnoliopsida,Superrosids,Angiosperms,7,4,5,5,5,5
Phanerophyte,Sorbus domestica,Sorbus domestica,Rosaceae,Rosales,Magnoliopsida,Superrosids,Angiosperms,7,4,5,4,5,5
Phanerophyte,Sorbus hybrida,Sorbus hybrida,Rosaceae,Rosales,Magnoliopsida,Superrosids,Angiosperms,7,5,7,5,6,5
Phanerophyte,Sorbus latifolia,Sorbus latifolia,Rosaceae,Rosales,Magnoliopsida,Superrosids,Angiosperms,NA,NA,NA,NA,NA,NA
Phanerophyte,Sorbus mougeotii,Sorbus mougeotii,Rosaceae,Rosales,Magnoliopsida,Superrosids,Angiosperms,7,4,5,5,6,5
Phanerophyte,Sorbus torminalis,Sorbus torminalis,Rosaceae,Rosales,Magnoliopsida,Superrosids,Angiosperms,6,5,6,5,6,6
Hydrophyte,Sparganium angustifolium,Sparganium angustifolium,Typhaceae,Poales,Liliopsida,Monocots,Angiosperms,11,5,7,4,4,5
Helophyte,Sparganium emersum,Sparganium emersum,Typhaceae,Poales,Liliopsida,Monocots,Angiosperms,11,5,7,6,6,5
Helophyte,Sparganium neglectum,Sparganium erectum,Typhaceae,Poales,Liliopsida,Monocots,Angiosperms,10,5,7,6,6,5
Helophyte,Sparganium microcarpum,Sparganium erectum,Typhaceae,Poales,Liliopsida,Monocots,Angiosperms,10,5,7,6,6,5
Therophyte,Spergula arvensis,Spergula arvensis,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,5,5,6
Therophyte,Spergula morisonii,Spergula morisonii,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,4,5,8,3,4,7
Therophyte,Spergula pentandra,Spergula pentandra,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,5,5,8,4,4,5
Chamaephyte,Spergula viscosa subsp. viscosa,Spergula viscosa,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,4,6,8,2,4,4
Chamaephyte,Spergula viscosa subsp. pourretii,Spergula viscosa,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,4,6,8,2,4,4
Therophyte,Spergularia bocconei,Spergularia bocconei,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,6,5,8,5,6,6
Therophyte,Spergularia capillacea,Spergularia capillacea,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,6,5,8,5,5,6
Therophyte,Spergularia rubra,Spergularia rubra,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,6,5,6
Therophyte,Spergularia segetalis,Spergularia segetalis,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Phanerophyte,Spiraea hypericifolia subsp. obovata,Spiraea hypericifolia,Rosaceae,Rosales,Magnoliopsida,Superrosids,Angiosperms,5,5,8,3,7,6
Geophyte,Spiranthes aestivalis,Spiranthes aestivalis,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,8,4,7,3,6,5
Geophyte,Spiranthes spiralis,Spiranthes spiralis,Orchidaceae,Asparagales,Liliopsida,Monocots,Angiosperms,6,5,8,3,6,6
Hemicryptophyte,Stachys alopecuros,Stachys alopecuros,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,5,8,3,7,5
Hemicryptophyte,Stachys alpina,Stachys alpina,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,7,4,6,5,6,6
Therophyte,Stachys arvensis,Stachys arvensis,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,6,6,6
Hemicryptophyte,Stachys germanica,Stachys germanica,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Stachys heraclea,Stachys heraclea,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Stachys officinalis,Stachys officinalis,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,6,4,6,4,5,6
Hemicryptophyte,Stachys recta,Stachys recta,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,4,6,6
Hemicryptophyte,Stachys sylvatica,Stachys sylvatica,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,7,5,6,5,6,6
Hemicryptophyte,Myosoton aquaticum,Stellaria aquatica,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,7,5,7,7,7,6
Hemicryptophyte,Stellaria nemorum subsp. montana,Stellaria cuspidata,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,7,5,5,5,5,5
Hemicryptophyte,Stellaria graminea,Stellaria graminea,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,7,5,7,5,6,6
Chamaephyte,Stellaria holostea,Stellaria holostea,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,7,4,5,5,5,5
Therophyte,Stellaria media,Stellaria media,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,6,6,6
Therophyte,Stellaria neglecta,Stellaria neglecta,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,6,4,5,5,6,6
Hemicryptophyte,Stellaria nemorum subsp. nemorum,Stellaria nemorum,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,7,5,5,5,5,5
Therophyte,Stellaria pallida,Stellaria pallida,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Helophyte,Stellaria alsine,Stellaria uliginosa,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,9,4,7,5,5,5
Hemicryptophyte,Achnatherum bromoides,Stipa bromoides,Poaceae,Poales,Liliopsida,Monocots,Angiosperms,5,5,7,4,7,7
Hemicryptophyte,Stipa iberica,Stipa iberica,Poaceae,Poales,Liliopsida,Monocots,Angiosperms,4,5,8,3,7,6
Geophyte,Streptopus amplexifolius,Streptopus amplexifolius,Liliaceae,Liliales,Liliopsida,Monocots,Angiosperms,7,5,5,6,6,5
Hemicryptophyte,Succisa pratensis,Succisa pratensis,Caprifoliaceae,Dipsacales,Magnoliopsida,Superasterids,Angiosperms,8,4,7,4,5,5
Hemicryptophyte,Swertia perennis,Swertia perennis,Gentianaceae,Gentianales,Magnoliopsida,Superasterids,Angiosperms,10,5,7,3,6,4
Hemicryptophyte,Symphytum officinale,Symphytum officinale,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Geophyte,Symphytum tuberosum,Symphytum tuberosum,Boraginaceae,Boraginales,Magnoliopsida,Superasterids,Angiosperms,7,4,5,5,6,5
Therophyte,Taeniatherum caput-medusae,Taeniatherum caput-medusae,Poaceae,Poales,Liliopsida,Monocots,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Tanacetum corymbosum,Tanacetum corymbosum,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,6,5,6,4,6,6
Hemicryptophyte,Tanacetum vulgare,Tanacetum vulgare,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,5,5,8,6,7,6
Hemicryptophyte,Taraxacum cantabricum,Taraxacum cantabricum,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Taraxacum drucei,Taraxacum drucei,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Taraxacum gasparrinii,Taraxacum gasparrinii,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Taraxacum hispanicum,Taraxacum hispanicum,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Taraxacum marginellum,Taraxacum marginellum,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Taraxacum marklundii,Taraxacum marklundii,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Taraxacum nordstedtii,Taraxacum nordstedtii,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Taraxacum obovatum,Taraxacum obovatum,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,6,6,7
Hemicryptophyte,Taraxacum panalpinum,Taraxacum panalpinum,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Taraxacum pinto-silvae,Taraxacum pinto-silvae,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Taraxacum pyrenaicum,Taraxacum pyrenaicum,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Taraxacum rubicundum,Taraxacum rubicundum,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Taraxacum teres,Taraxacum teres,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Phanerophyte,Taxus baccata,Taxus baccata,Taxaceae,Pinales,Pinopsida,Gymnosperms,Gymnosperms,7,4,5,5,5,5
Therophyte,Teesdalia coronopifolia,Teesdalia coronopifolia,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,5,5,8,4,5,6
Therophyte,Teesdalia nudicaulis,Teesdalia nudicaulis,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,4,5,8,4,4,7
Chamaephyte,Teesdalia conferta,Teesdaliopsis conferta,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,5,6,8,3,3,4
Chamaephyte,Telephium imperati,Telephium imperati,Caryophyllaceae,Caryophyllales,Magnoliopsida,Superasterids,Angiosperms,4,6,8,4,7,6
Hemicryptophyte,Tephroseris helenitis,Tephroseris helenitis,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,7,5,7,5,6,5
Therophyte,Teucrium botrys,Teucrium botrys,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Chamaephyte,Teucrium capitatum,Teucrium capitatum,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,4,5,8,3,7,6
Chamaephyte,Teucrium chamaedrys,Teucrium chamaedrys,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,4,5,8,3,7,6
Chamaephyte,Teucrium expassum,Teucrium expassum,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,4,5,8,3,7,6
Chamaephyte,Teucrium pyrenaicum,Teucrium pyrenaicum,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,5,8,3,6,6
Geophyte,Teucrium scordium,Teucrium scordium,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,8,5,7,5,6,6
Hemicryptophyte,Teucrium scorodonia,Teucrium scorodonia,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,6,4,6,4,5,6
Hemicryptophyte,Thalictrum alpinum,Thalictrum alpinum,Ranunculaceae,Ranunculales,Magnoliopsida,Ranunculales,Angiosperms,6,5,8,3,5,3
Hemicryptophyte,Thalictrum aquilegiifolium,Thalictrum aquilegiifolium,Ranunculaceae,Ranunculales,Magnoliopsida,Ranunculales,Angiosperms,7,5,6,5,6,5
Hemicryptophyte,Thalictrum foetidum,Thalictrum foetidum,Ranunculaceae,Ranunculales,Magnoliopsida,Ranunculales,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Thalictrum minus,Thalictrum minus,Ranunculaceae,Ranunculales,Magnoliopsida,Ranunculales,Angiosperms,6,5,6,4,6,5
Geophyte,Thalictrum tuberosum,Thalictrum tuberosum,Ranunculaceae,Ranunculales,Magnoliopsida,Ranunculales,Angiosperms,5,5,7,4,7,6
Hemicryptophyte,Thapsia minor,Thapsia minor,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Thapsia villosa,Thapsia villosa,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,5,4,7,4,5,6
Geophyte,Thelypteris palustris,Thelypteris confluens,Thelypteridaceae,Polypodiales,Polypodiopsida,Pteridophytes,Pteridophytes,9,4,6,5,6,6
Hemicryptophyte,Thelypteris limbosperma,Thelypteris limbosperma,Thelypteridaceae,Polypodiales,Polypodiopsida,Pteridophytes,Pteridophytes,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Thesium humifusum,Thesium humifusum,Santalaceae,Santalales,Magnoliopsida,Superasterids,Angiosperms,5,5,8,4,7,6
Hemicryptophyte,Thesium pyrenaicum,Thesium pyrenaicum,Santalaceae,Santalales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,3,6,5
Therophyte,Thlaspi alliaceum,Thlaspi alliaceum,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,6,5,7,6,6,6
Therophyte,Thlaspi arvense,Thlaspi arvense,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,6,5,7,6,6,6
Hemicryptophyte,Noccaea brachypetala,Thlaspi caerulescens,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,6,5,7,4,5,5
Hemicryptophyte,Noccaea caerulescens,Thlaspi caerulescens,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,6,5,7,4,5,5
Therophyte,Noccaea perfoliata,Thlaspi perfoliatum,Brassicaceae,Brassicales,Magnoliopsida,Superrosids,Angiosperms,6,5,6,5,5,6
Chamaephyte,Thymelaea coridifolia subsp. dendrobryum,Thymelaea coridifolia,Thymelaeaceae,Malvales,Magnoliopsida,Superrosids,Angiosperms,5,5,7,3,4,5
Chamaephyte,Thymelaea ruizii,Thymelaea ruizii,Thymelaeaceae,Malvales,Magnoliopsida,Superrosids,Angiosperms,5,5,7,3,6,6
Chamaephyte,Thymus caespititius,Thymus caespititius,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,6,4,7,3,4,6
Chamaephyte,Thymus mastichina,Thymus mastichina,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,4,5,7,4,6,6
Chamaephyte,Thymus mastigophorus,Thymus mastigophorus,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,4,5,8,3,7,6
Chamaephyte,Thymus nervosus,Thymus nervosus,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Chamaephyte,Thymus praecox subsp. ligusticus,Thymus praecox,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,5,5,8,3,6,5
Chamaephyte,Thymus pulegioides,Thymus pulegioides,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,4,6,5
Chamaephyte,Thymus zygis,Thymus zygis,Lamiaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,4,5,8,3,7,6
Phanerophyte,Tilia cordata,Tilia cordata,Malvaceae,Malvales,Magnoliopsida,Superrosids,Angiosperms,7,4,5,5,6,6
Phanerophyte,Tilia platyphyllos,Tilia platyphyllos,Malvaceae,Malvales,Magnoliopsida,Superrosids,Angiosperms,7,5,6,5,6,6
Therophyte,Tolpis barbata,Tolpis barbata,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,5,5,8,4,4,7
Therophyte,Tolpis umbellata,Tolpis umbellata,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Therophyte,Tordylium maximum,Tordylium maximum,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,6,6,6
Therophyte,Torilis arvensis subsp. arvensis,Torilis arvensis,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,6,6,6
Therophyte,Torilis arvensis subsp. neglecta,Torilis arvensis,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,6,6,6
Therophyte,Torilis arvensis subsp. recta,Torilis arvensis,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,6,6,6
Therophyte,Torilis elongata,Torilis arvensis,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,6,6,6
Therophyte,Torilis japonica,Torilis japonica,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,6,5,6,6,6,6
Therophyte,Torilis leptophylla,Torilis leptophylla,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,5,5,8,6,7,7
Therophyte,Torilis nodosa,Torilis nodosa,Apiaceae,Apiales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,6,6,6
Geophyte,Tozzia alpina,Tozzia alpina,Orobanchaceae,Lamiales,Magnoliopsida,Superasterids,Angiosperms,9,5,6,6,6,5
Hemicryptophyte,Tragopogon castellanus,Tragopogon castellanus,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,NA,NA,NA,NA,NA,NA
Hemicryptophyte,Tragopogon crocifolius,Tragopogon crocifolius,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,5,5,7,4,7,6
Hemicryptophyte,Tragopogon dubius,Tragopogon dubius,Asteraceae,Asterales,Magnoliopsida,Superasterids,Angiosperms,6,5,7,5,6,6
