"Plot","Cell","Taxon","Present"
"EC1-19",77,"Erigeron uniflorus",1
"EC1-19",78,"Erigeron uniflorus",1
"EC1-19",13,"Erigeron uniflorus",1
"EC1-19",79,"Erigeron uniflorus",1
"EC1-19",80,"Erigeron uniflorus",1
"EC2-19",44,"Eryngium bourgatii",1
"EC2-19",84,"Eryngium bourgatii",1
"EC2-19",95,"Eryngium bourgatii",1
"EC1-19",37,"Eryngium bourgatii",1
"EC1-19",36,"Eryngium bourgatii",1
"EC2-19",39,"Eryngium bourgatii",1
"EC2-08",16,"Eryngium bourgatii",1
"EC2-08",1,"Eryngium bourgatii",1
"EC1-08",79,"Eryngium bourgatii",1
"EC2-19",85,"Eryngium bourgatii",1
"EC1-08",69,"Eryngium bourgatii",1
"EC2-19",40,"Eryngium bourgatii",1
"EC2-19",50,"Eryngium bourgatii",1
"HR2-19",98,"Euphrasia salisburgensis",1
"HR2-19",66,"Euphrasia salisburgensis",1
"HR2-19",71,"Euphrasia salisburgensis",1
"HR2-19",31,"Euphrasia salisburgensis",1
"HR2-19",1,"Euphrasia salisburgensis",1
"HR2-19",69,"Euphrasia salisburgensis",1
"HR2-19",27,"Euphrasia salisburgensis",1
"HR2-19",37,"Euphrasia salisburgensis",1
"HR2-19",34,"Euphrasia salisburgensis",1
"HR2-19",79,"Euphrasia salisburgensis",1
"HR2-19",91,"Euphrasia salisburgensis",1
"HR2-19",87,"Euphrasia salisburgensis",1
"HR2-19",64,"Euphrasia salisburgensis",1
"HR2-19",46,"Euphrasia salisburgensis",1
"HR2-19",76,"Euphrasia salisburgensis",1
"HR2-19",93,"Euphrasia salisburgensis",1
"HR2-19",32,"Euphrasia salisburgensis",1
"HR2-19",18,"Euphrasia salisburgensis",1
"HR2-19",62,"Euphrasia salisburgensis",1
"HR2-19",54,"Euphrasia salisburgensis",1
"HR2-19",29,"Euphrasia salisburgensis",1
"HR2-19",7,"Euphrasia salisburgensis",1
"HR2-19",70,"Euphrasia salisburgensis",1
"HR2-19",56,"Euphrasia salisburgensis",1
"HR2-19",11,"Euphrasia salisburgensis",1
"HR2-19",28,"Euphrasia salisburgensis",1
"HR2-19",57,"Euphrasia salisburgensis",1
"HR2-19",10,"Euphrasia salisburgensis",1
"HR2-19",16,"Euphrasia salisburgensis",1
"HR2-19",94,"Euphrasia salisburgensis",1
"HR2-19",89,"Euphrasia salisburgensis",1
"HR2-19",50,"Euphrasia salisburgensis",1
"HR2-19",77,"Euphrasia salisburgensis",1
"HR2-19",39,"Euphrasia salisburgensis",1
"HR2-19",36,"Euphrasia salisburgensis",1
"HR2-19",83,"Euphrasia salisburgensis",1
"HR2-19",52,"Euphrasia salisburgensis",1
"HR2-19",47,"Euphrasia salisburgensis",1
"HR2-19",65,"Euphrasia salisburgensis",1
"HR2-19",43,"Euphrasia salisburgensis",1
"HR2-19",82,"Euphrasia salisburgensis",1
"HR2-19",41,"Euphrasia salisburgensis",1
"HR2-19",72,"Euphrasia salisburgensis",1
"HR2-19",81,"Euphrasia salisburgensis",1
"HR2-19",44,"Euphrasia salisburgensis",1
"HR2-19",92,"Euphrasia salisburgensis",1
"HR2-19",26,"Euphrasia salisburgensis",1
"HR2-19",5,"Euphrasia salisburgensis",1
"HR2-19",17,"Euphrasia salisburgensis",1
"HR2-19",38,"Euphrasia salisburgensis",1
"HR2-19",67,"Euphrasia salisburgensis",1
"HR2-19",2,"Euphrasia salisburgensis",1
"HR2-19",99,"Euphrasia salisburgensis",1
"HR2-19",68,"Euphrasia salisburgensis",1
"HR2-19",51,"Euphrasia salisburgensis",1
"HR2-19",97,"Euphrasia salisburgensis",1
"HI1-19",12,"Euphrasia salisburgensis",1
"HR2-19",42,"Euphrasia salisburgensis",1
"HR2-19",22,"Euphrasia salisburgensis",1
"HR2-19",73,"Euphrasia salisburgensis",1
"HR2-19",78,"Euphrasia salisburgensis",1
"HR2-19",25,"Euphrasia salisburgensis",1
"HR2-19",33,"Euphrasia salisburgensis",1
"HR2-19",9,"Euphrasia salisburgensis",1
"HR2-19",8,"Euphrasia salisburgensis",1
"HR2-19",40,"Euphrasia salisburgensis",1
"HR2-19",61,"Euphrasia salisburgensis",1
"HR2-19",19,"Euphrasia salisburgensis",1
"CB2-19",26,"Euphorbia pyrenaica",1
"CB2-08",34,"Euphorbia pyrenaica",1
"CB2-08",31,"Euphorbia pyrenaica",1
"CB2-19",66,"Euphorbia pyrenaica",1
"CB2-08",32,"Euphorbia pyrenaica",1
"CB2-08",47,"Euphorbia pyrenaica",1
"CB2-19",31,"Euphorbia pyrenaica",1
"CB2-08",44,"Euphorbia pyrenaica",1
"CB2-08",26,"Euphorbia pyrenaica",1
"CB2-08",55,"Euphorbia pyrenaica",1
"CB2-19",32,"Euphorbia pyrenaica",1
"CB2-19",4,"Euphorbia pyrenaica",1
"CB2-19",36,"Euphorbia pyrenaica",1
"CB2-19",24,"Euphorbia pyrenaica",1
"CB2-19",46,"Euphorbia pyrenaica",1
"CB2-19",25,"Euphorbia pyrenaica",1
"CB2-08",27,"Euphorbia pyrenaica",1
"CB2-08",36,"Euphorbia pyrenaica",1
"CB2-19",34,"Euphorbia pyrenaica",1
"CB2-08",15,"Euphorbia pyrenaica",1
"CB2-08",2,"Euphorbia pyrenaica",1
"CB2-08",25,"Euphorbia pyrenaica",1
"CB2-08",46,"Euphorbia pyrenaica",1
"CB2-19",47,"Euphorbia pyrenaica",1
"CB2-19",21,"Euphorbia pyrenaica",1
"CB2-19",73,"Euphorbia pyrenaica",1
"CB2-19",14,"Euphorbia pyrenaica",1
"CB2-08",66,"Euphorbia pyrenaica",1
"CB2-08",43,"Euphorbia pyrenaica",1
"CB2-19",56,"Euphorbia pyrenaica",1
"CB2-08",50,"Euphorbia pyrenaica",1
"CB2-08",59,"Euphorbia pyrenaica",1
"CB2-08",45,"Euphorbia pyrenaica",1
"CB2-08",35,"Euphorbia pyrenaica",1
"CB2-19",15,"Euphorbia pyrenaica",1
"CB2-19",41,"Euphorbia pyrenaica",1
"CB2-08",37,"Euphorbia pyrenaica",1
"HR1-19",96,"Euphrasia salisburgensis",1
"HR1-19",59,"Euphrasia salisburgensis",1
"HR1-19",76,"Euphrasia salisburgensis",1
"HR1-19",61,"Euphrasia salisburgensis",1
"HR1-19",42,"Euphrasia salisburgensis",1
"HR1-19",87,"Euphrasia salisburgensis",1
"HR1-19",91,"Euphrasia salisburgensis",1
"HR1-19",92,"Euphrasia salisburgensis",1
"HR1-19",35,"Euphrasia salisburgensis",1
"HR1-19",5,"Euphrasia salisburgensis",1
"HR1-19",41,"Euphrasia salisburgensis",1
"HR1-19",8,"Euphrasia salisburgensis",1
"HR1-19",55,"Euphrasia salisburgensis",1
"HR1-19",19,"Euphrasia salisburgensis",1
"HR1-19",65,"Euphrasia salisburgensis",1
"HR1-19",44,"Euphrasia salisburgensis",1
"HR1-19",33,"Euphrasia salisburgensis",1
"HR1-19",4,"Euphrasia salisburgensis",1
"HR1-19",20,"Euphrasia salisburgensis",1
"HR1-19",45,"Euphrasia salisburgensis",1
"HR1-19",72,"Euphrasia salisburgensis",1
"HR1-19",79,"Euphrasia salisburgensis",1
"HR1-19",86,"Euphrasia salisburgensis",1
"HR1-19",17,"Euphrasia salisburgensis",1
"HR1-19",48,"Euphrasia salisburgensis",1
"HR1-19",80,"Euphrasia salisburgensis",1
"HR1-19",85,"Euphrasia salisburgensis",1
"HR1-19",68,"Euphrasia salisburgensis",1
"HR1-19",71,"Euphrasia salisburgensis",1
"HR1-19",58,"Euphrasia salisburgensis",1
"HR1-19",66,"Euphrasia salisburgensis",1
"HR1-19",11,"Euphrasia salisburgensis",1
"HR1-19",54,"Euphrasia salisburgensis",1
"HR1-19",70,"Euphrasia salisburgensis",1
"LB2-19",52,"Euphrasia salisburgensis",1
"HR1-19",31,"Euphrasia salisburgensis",1
"HR1-19",62,"Euphrasia salisburgensis",1
"HR1-19",46,"Euphrasia salisburgensis",1
"HR1-19",97,"Euphrasia salisburgensis",1
"HR1-19",75,"Euphrasia salisburgensis",1
"HR1-19",28,"Euphrasia salisburgensis",1
"HR1-19",90,"Euphrasia salisburgensis",1
"HR1-19",10,"Euphrasia salisburgensis",1
"HR1-19",74,"Euphrasia salisburgensis",1
"HR1-19",27,"Euphrasia salisburgensis",1
"LB2-19",50,"Euphrasia salisburgensis",1
"HR1-19",56,"Euphrasia salisburgensis",1
"HR1-19",36,"Euphrasia salisburgensis",1
"HR1-19",99,"Euphrasia salisburgensis",1
"HR1-19",2,"Euphrasia salisburgensis",1
"HR1-19",93,"Euphrasia salisburgensis",1
"HR1-19",16,"Euphrasia salisburgensis",1
"HR1-19",43,"Euphrasia salisburgensis",1
"HR1-19",13,"Euphrasia salisburgensis",1
"HR1-19",25,"Euphrasia salisburgensis",1
"HR1-19",3,"Euphrasia salisburgensis",1
"HR1-19",32,"Euphrasia salisburgensis",1
"HR1-19",15,"Euphrasia salisburgensis",1
"HR1-19",100,"Euphrasia salisburgensis",1
"HR1-19",89,"Euphrasia salisburgensis",1
"HR1-19",53,"Euphrasia salisburgensis",1
"HR1-19",64,"Euphrasia salisburgensis",1
"HR1-19",67,"Euphrasia salisburgensis",1
"HR1-19",94,"Euphrasia salisburgensis",1
"HR1-19",78,"Euphrasia salisburgensis",1
"HR1-19",83,"Euphrasia salisburgensis",1
"HR1-19",26,"Euphrasia salisburgensis",1
"HR1-19",52,"Euphrasia salisburgensis",1
"HR1-19",38,"Euphrasia salisburgensis",1
"HR1-19",95,"Euphrasia salisburgensis",1
"HR1-19",57,"Euphrasia salisburgensis",1
"HR1-19",47,"Euphrasia salisburgensis",1
"HR1-19",98,"Euphrasia salisburgensis",1
"HR1-19",63,"Euphrasia salisburgensis",1
"HR1-19",69,"Euphrasia salisburgensis",1
"HR1-19",50,"Euphrasia salisburgensis",1
"HR1-19",84,"Euphrasia salisburgensis",1
"HR1-19",77,"Euphrasia salisburgensis",1
"HR1-19",21,"Euphrasia salisburgensis",1
"HR1-19",73,"Euphrasia salisburgensis",1
"HR1-19",51,"Euphrasia salisburgensis",1
"EC2-19",93,"Euphorbia flavicoma",1
"EC2-08",4,"Euphorbia flavicoma",1
"EC2-08",19,"Euphorbia flavicoma",1
"EC2-08",29,"Euphorbia flavicoma",1
"EC2-08",20,"Euphorbia flavicoma",1
"EC2-19",82,"Euphorbia flavicoma",1
"EC2-08",30,"Euphorbia flavicoma",1
"EC2-19",73,"Euphorbia flavicoma",1
"EC2-08",28,"Euphorbia flavicoma",1
"EC2-08",100,"Euphorbia flavicoma",1
"EC2-19",83,"Euphorbia flavicoma",1
"EC2-19",92,"Euphorbia flavicoma",1
"EC2-19",72,"Euphorbia flavicoma",1
"EC2-08",48,"Euphorbia flavicoma",1
"UR2-19",93,"Euphrasia salisburgensis",1
"LC1-19",84,"Euphrasia salisburgensis",1
"LC1-09",29,"Euphrasia salisburgensis",1
"LC1-09",74,"Euphrasia salisburgensis",1
"LC1-09",99,"Euphrasia salisburgensis",1
"LC1-19",25,"Euphrasia salisburgensis",1
"LC2-09",5,"Euphrasia salisburgensis",1
"UR1-19",8,"Euphrasia salisburgensis",1
"LC1-09",73,"Euphrasia salisburgensis",1
"LC1-09",56,"Euphrasia salisburgensis",1
"LC1-09",83,"Euphrasia salisburgensis",1
"LC1-09",47,"Euphrasia salisburgensis",1
"CB2-19",97,"Euphrasia salisburgensis",1
"CB2-08",44,"Euphrasia salisburgensis",1
"CB2-08",33,"Euphrasia salisburgensis",1
"LC1-19",95,"Euphrasia salisburgensis",1
"UR2-19",46,"Euphrasia salisburgensis",1
"LC1-09",100,"Euphrasia salisburgensis",1
"CB2-08",87,"Euphrasia salisburgensis",1
"LC1-09",19,"Euphrasia salisburgensis",1
"LC1-19",63,"Euphrasia salisburgensis",1
"LC1-09",37,"Euphrasia salisburgensis",1
"LC2-09",72,"Euphrasia salisburgensis",1
"LC1-09",58,"Euphrasia salisburgensis",1
"LC1-09",48,"Euphrasia salisburgensis",1
"LC2-19",31,"Euphrasia salisburgensis",1
"LC1-09",84,"Euphrasia salisburgensis",1
"CB2-08",34,"Euphrasia salisburgensis",1
"CB2-08",17,"Euphrasia salisburgensis",1
"CB2-08",27,"Euphrasia salisburgensis",1
"LC2-09",11,"Euphrasia salisburgensis",1
"LC2-19",26,"Euphrasia salisburgensis",1
"CB2-08",77,"Euphrasia salisburgensis",1
"CB2-19",86,"Euphrasia salisburgensis",1
"UR1-19",2,"Euphrasia salisburgensis",1
"LC2-19",41,"Euphrasia salisburgensis",1
"LC2-19",18,"Euphrasia salisburgensis",1
"UR2-19",88,"Euphrasia salisburgensis",1
"CB2-08",45,"Euphrasia salisburgensis",1
"CB2-19",45,"Euphrasia salisburgensis",1
"LC1-09",46,"Euphrasia salisburgensis",1
"CB2-08",46,"Euphrasia salisburgensis",1
"CB2-19",87,"Euphrasia salisburgensis",1
"CB2-08",86,"Euphrasia salisburgensis",1
"LC2-19",33,"Euphrasia salisburgensis",1
"LC1-09",63,"Euphrasia salisburgensis",1
"CB2-08",36,"Euphrasia salisburgensis",1
"UR2-19",35,"Euphrasia salisburgensis",1
"LC1-09",78,"Euphrasia salisburgensis",1
"LC1-09",57,"Euphrasia salisburgensis",1
"LC2-19",53,"Euphrasia salisburgensis",1
"CB2-19",16,"Euphrasia salisburgensis",1
"LC2-09",22,"Euphrasia salisburgensis",1
"LC1-19",62,"Euphrasia salisburgensis",1
"CB2-08",16,"Euphrasia salisburgensis",1
"CB2-08",43,"Euphrasia salisburgensis",1
"LB1-19",21,"Euphrasia salisburgensis",1
"LC1-09",10,"Euphrasia salisburgensis",1
"LC1-19",53,"Euphrasia salisburgensis",1
"LC2-19",19,"Euphrasia salisburgensis",1
"CB2-08",5,"Euphrasia salisburgensis",1
"LC1-09",36,"Euphrasia salisburgensis",1
"LC1-09",45,"Euphrasia salisburgensis",1
"LC2-19",42,"Euphrasia salisburgensis",1
"CB2-08",6,"Euphrasia salisburgensis",1
"UR1-19",9,"Euphrasia salisburgensis",1
"LC1-19",91,"Euphrasia salisburgensis",1
"LC2-09",4,"Euphrasia salisburgensis",1
"LC2-09",20,"Euphrasia salisburgensis",1
"LC2-09",42,"Euphrasia salisburgensis",1
"LC1-19",85,"Euphrasia salisburgensis",1
"CB2-19",34,"Euphrasia salisburgensis",1
"CB2-08",24,"Euphrasia salisburgensis",1
"LC1-09",90,"Euphrasia salisburgensis",1
"CB2-08",35,"Euphrasia salisburgensis",1
"CB2-08",25,"Euphrasia salisburgensis",1
"LC2-19",44,"Euphrasia salisburgensis",1
"LC1-09",20,"Euphrasia salisburgensis",1
"LC2-19",43,"Euphrasia salisburgensis",1
"LC1-09",68,"Euphrasia salisburgensis",1
"LC2-09",19,"Euphrasia salisburgensis",1
"LC2-19",21,"Euphrasia salisburgensis",1
"LC1-19",82,"Euphrasia salisburgensis",1
"CB2-08",56,"Euphrasia salisburgensis",1
"LC1-09",89,"Euphrasia salisburgensis",1
"UR2-19",78,"Euphrasia salisburgensis",1
"UR1-19",85,"Euphrasia salisburgensis",1
"LC1-19",15,"Euphrasia salisburgensis",1
"CB2-19",44,"Euphrasia salisburgensis",1
"LC2-09",35,"Euphrasia salisburgensis",1
"LC2-09",71,"Euphrasia salisburgensis",1
"CB2-08",18,"Euphrasia salisburgensis",1
"LC1-09",64,"Euphrasia salisburgensis",1
"LC2-19",45,"Euphrasia salisburgensis",1
"CB2-19",43,"Euphrasia salisburgensis",1
"CB2-19",42,"Euphrasia salisburgensis",1
"LC2-09",58,"Festuca burnatii",1
"LC2-09",17,"Festuca burnatii",1
"HR2-19",87,"Festuca glacialis",1
"HR2-19",57,"Festuca glacialis",1
"HR2-19",26,"Festuca glacialis",1
"HR2-19",60,"Festuca glacialis",1
"HR2-19",56,"Festuca glacialis",1
"HR2-19",39,"Festuca glacialis",1
"HR2-19",70,"Festuca glacialis",1
"HR2-09",89,"Festuca glacialis",1
"HR2-19",17,"Festuca glacialis",1
"HR2-19",93,"Festuca glacialis",1
"HR2-09",97,"Festuca glacialis",1
"CB2-08",11,"Festuca glacialis",1
"HR2-09",94,"Festuca glacialis",1
"HR2-19",28,"Festuca glacialis",1
"HR2-09",99,"Festuca glacialis",1
"HR2-19",42,"Festuca glacialis",1
"HR2-09",10,"Festuca glacialis",1
"HR2-09",91,"Festuca glacialis",1
"HR2-19",89,"Festuca glacialis",1
"HR2-09",32,"Festuca glacialis",1
"HR2-09",28,"Festuca glacialis",1
"HR2-19",29,"Festuca glacialis",1
"HR2-09",100,"Festuca glacialis",1
"HR2-09",27,"Festuca glacialis",1
"HR2-19",43,"Festuca glacialis",1
"HR2-19",78,"Festuca glacialis",1
"HR2-09",33,"Festuca glacialis",1
"HR2-19",97,"Festuca glacialis",1
"HR2-09",26,"Festuca glacialis",1
"HR2-09",77,"Festuca glacialis",1
"HR2-09",96,"Festuca glacialis",1
"HR2-19",27,"Festuca glacialis",1
"HR2-09",78,"Festuca glacialis",1
"HR2-19",18,"Festuca glacialis",1
"CB2-19",11,"Festuca glacialis",1
"HR2-19",77,"Festuca glacialis",1
"HR2-19",88,"Festuca glacialis",1
"HR2-19",16,"Festuca glacialis",1
"HR2-09",6,"Festuca glacialis",1
"HR2-09",16,"Festuca glacialis",1
"HR2-19",53,"Festuca glacialis",1
"HR2-19",90,"Festuca glacialis",1
"HR2-19",58,"Festuca glacialis",1
"HA2-09",14,"Festuca hystrix",1
"HA1-19",70,"Festuca hystrix",1
"HA1-19",15,"Festuca hystrix",1
"HA2-09",46,"Festuca hystrix",1
"HA2-09",34,"Festuca hystrix",1
"HA1-19",77,"Festuca hystrix",1
"HA1-09",53,"Festuca hystrix",1
"HA2-09",38,"Festuca hystrix",1
"HA1-19",95,"Festuca hystrix",1
"HA1-19",12,"Festuca hystrix",1
"HA2-19",36,"Festuca hystrix",1
"HA1-19",30,"Festuca hystrix",1
"HA1-09",2,"Festuca hystrix",1
"HA2-19",47,"Festuca hystrix",1
"HA2-19",37,"Festuca hystrix",1
"HA1-09",52,"Festuca hystrix",1
"HA1-19",32,"Festuca hystrix",1
"HA1-19",16,"Festuca hystrix",1
"HA1-19",79,"Festuca hystrix",1
"HA1-09",36,"Festuca hystrix",1
"HA1-09",60,"Festuca hystrix",1
"HA1-09",31,"Festuca hystrix",1
"HA1-09",91,"Festuca hystrix",1
"HA1-09",47,"Festuca hystrix",1
"HA1-09",93,"Festuca hystrix",1
"HA1-09",73,"Festuca hystrix",1
"HA1-09",88,"Festuca hystrix",1
"HA2-09",61,"Festuca hystrix",1
"HA1-09",16,"Festuca hystrix",1
"HA2-19",13,"Festuca hystrix",1
"HA2-09",47,"Festuca hystrix",1
"HA1-19",11,"Festuca hystrix",1
"HA2-09",44,"Festuca hystrix",1
"HA2-09",4,"Festuca hystrix",1
"HA2-09",12,"Festuca hystrix",1
"HA2-19",2,"Festuca hystrix",1
"HA1-09",96,"Festuca hystrix",1
"HA1-09",61,"Festuca hystrix",1
"HA1-19",24,"Festuca hystrix",1
"HA1-09",35,"Festuca hystrix",1
"HA2-09",13,"Festuca hystrix",1
"HA2-19",22,"Festuca hystrix",1
"HA2-09",37,"Festuca hystrix",1
"HA2-09",1,"Festuca hystrix",1
"HA1-09",59,"Festuca hystrix",1
"HA1-19",78,"Festuca hystrix",1
"HA2-19",46,"Festuca hystrix",1
"HA1-09",86,"Festuca hystrix",1
"HA2-09",23,"Festuca hystrix",1
"HA1-19",53,"Festuca hystrix",1
"HA1-09",26,"Festuca hystrix",1
"HA1-19",86,"Festuca hystrix",1
"HA1-19",22,"Festuca hystrix",1
"HA1-19",8,"Festuca hystrix",1
"HA1-19",61,"Festuca hystrix",1
"HA1-19",10,"Festuca hystrix",1
"HA1-19",56,"Festuca hystrix",1
"HA1-19",9,"Festuca hystrix",1
"HA2-09",27,"Festuca hystrix",1
"HA2-19",61,"Festuca hystrix",1
"HA1-09",98,"Festuca hystrix",1
"HA1-09",92,"Festuca hystrix",1
"HA1-09",55,"Festuca hystrix",1
"HA1-19",37,"Festuca hystrix",1
"HA1-09",74,"Festuca hystrix",1
"HA2-19",12,"Festuca hystrix",1
"HA1-09",56,"Festuca hystrix",1
"HA1-09",51,"Festuca hystrix",1
"HA2-09",32,"Festuca hystrix",1
"HA1-19",75,"Festuca hystrix",1
"HA1-09",97,"Festuca hystrix",1
"HA1-19",93,"Festuca hystrix",1
"HA2-19",9,"Festuca hystrix",1
"HA1-19",67,"Festuca hystrix",1
"HA1-19",41,"Festuca hystrix",1
"HA1-19",42,"Festuca hystrix",1
"HA1-09",20,"Festuca hystrix",1
"HA2-19",73,"Festuca hystrix",1
"HA1-19",80,"Festuca hystrix",1
"HA1-19",46,"Festuca hystrix",1
"HA2-19",24,"Festuca hystrix",1
"HA1-09",63,"Festuca hystrix",1
"HA1-19",65,"Festuca hystrix",1
"HA1-19",66,"Festuca hystrix",1
"HA1-19",23,"Festuca hystrix",1
"HA1-19",76,"Festuca hystrix",1
"HA2-19",34,"Festuca hystrix",1
"HA1-09",64,"Festuca hystrix",1
"HA1-09",27,"Festuca hystrix",1
"HA1-19",52,"Festuca hystrix",1
"HA2-09",3,"Festuca hystrix",1
"HA1-09",25,"Festuca hystrix",1
"HA1-19",29,"Festuca hystrix",1
"HA1-19",28,"Festuca hystrix",1
"HA1-09",6,"Festuca hystrix",1
"HA2-19",8,"Festuca hystrix",1
"HA2-19",21,"Festuca hystrix",1
"HA1-09",9,"Festuca hystrix",1
"HA1-19",89,"Festuca hystrix",1
"HA2-19",27,"Festuca hystrix",1
"HA1-09",90,"Festuca hystrix",1
"HA1-19",58,"Festuca hystrix",1
"HA2-19",35,"Festuca hystrix",1
"HA2-19",11,"Festuca hystrix",1
"HA1-09",34,"Festuca hystrix",1
"HA1-09",72,"Festuca hystrix",1
"HA1-19",92,"Festuca hystrix",1
"HA1-09",13,"Festuca hystrix",1
"HA1-19",39,"Festuca hystrix",1
"HA1-09",75,"Festuca hystrix",1
"HA1-19",40,"Festuca hystrix",1
"HA2-19",26,"Festuca hystrix",1
"HA1-09",70,"Festuca hystrix",1
"HA2-19",72,"Festuca hystrix",1
"HA1-09",40,"Festuca hystrix",1
"HA1-19",63,"Festuca hystrix",1
"HA2-09",35,"Festuca hystrix",1
"HA2-09",87,"Festuca hystrix",1
"HA1-19",21,"Festuca hystrix",1
"HA1-19",44,"Festuca hystrix",1
"HA1-09",1,"Festuca hystrix",1
"HA1-19",82,"Festuca hystrix",1
"HA1-09",62,"Festuca hystrix",1
"HA2-19",52,"Festuca hystrix",1
"HA2-19",5,"Festuca hystrix",1
"HA2-09",31,"Festuca hystrix",1
"HA1-09",3,"Festuca hystrix",1
"HA1-09",84,"Festuca hystrix",1
"HA1-19",51,"Festuca hystrix",1
"HA1-19",4,"Festuca hystrix",1
"HA1-19",27,"Festuca hystrix",1
"HA1-09",4,"Festuca hystrix",1
"HA1-09",87,"Festuca hystrix",1
"HA1-19",54,"Festuca hystrix",1
"HA2-09",6,"Festuca hystrix",1
"HA1-19",55,"Festuca hystrix",1
"HA1-19",31,"Festuca hystrix",1
"HA2-19",56,"Festuca hystrix",1
"HA2-09",62,"Festuca hystrix",1
"HA1-09",7,"Festuca hystrix",1
"HA1-09",8,"Festuca hystrix",1
"HA1-19",33,"Festuca hystrix",1
"HA2-19",23,"Festuca hystrix",1
"HA2-09",10,"Festuca hystrix",1
"HA2-09",45,"Festuca hystrix",1
"HA1-19",59,"Festuca hystrix",1
"HA2-09",11,"Festuca hystrix",1
"HA1-19",74,"Festuca hystrix",1
"HA1-09",37,"Festuca hystrix",1
"HA1-19",38,"Festuca hystrix",1
"HA1-09",38,"Festuca hystrix",1
"HA1-09",15,"Festuca hystrix",1
"HA1-09",14,"Festuca hystrix",1
"HA1-19",17,"Festuca hystrix",1
"HA1-09",76,"Festuca hystrix",1
"HA1-09",39,"Festuca hystrix",1
"HA2-19",14,"Festuca hystrix",1
"HA2-09",53,"Festuca hystrix",1
"HA1-19",45,"Festuca hystrix",1
"HA1-19",20,"Festuca hystrix",1
"HA1-19",81,"Festuca hystrix",1
"HA2-09",36,"Festuca hystrix",1
"HA1-09",43,"Festuca hystrix",1
"HA2-19",62,"Festuca hystrix",1
"HA1-09",23,"Festuca hystrix",1
"HA1-09",81,"Festuca hystrix",1
"HA1-19",49,"Festuca hystrix",1
"HA1-19",2,"Festuca hystrix",1
"HA2-09",22,"Festuca hystrix",1
"HA2-19",6,"Festuca hystrix",1
"HA1-19",50,"Festuca hystrix",1
"HA1-19",84,"Festuca hystrix",1
"HA1-09",67,"Festuca hystrix",1
"HA1-19",5,"Festuca hystrix",1
"HA1-09",50,"Festuca hystrix",1
"HA1-19",69,"Festuca hystrix",1
"HA2-19",45,"Festuca hystrix",1
"HA2-19",33,"Festuca hystrix",1
"HA2-09",42,"Festuca hystrix",1
"HA1-09",80,"Festuca hystrix",1
"HA1-19",25,"Festuca hystrix",1
"HA1-19",57,"Festuca hystrix",1
"HA1-19",34,"Festuca hystrix",1
"HA1-19",72,"Festuca hystrix",1
"HA2-09",64,"Festuca hystrix",1
"HA1-09",54,"Festuca hystrix",1
"HA1-19",14,"Festuca hystrix",1
"HA1-19",73,"Festuca hystrix",1
"HA1-19",90,"Festuca hystrix",1
"HA1-09",100,"Festuca hystrix",1
"HA1-09",57,"Festuca hystrix",1
"HA1-19",60,"Festuca hystrix",1
"HA2-09",41,"Festuca hystrix",1
"HA1-09",44,"Festuca hystrix",1
"HA2-09",33,"Festuca hystrix",1
"HA1-19",94,"Festuca hystrix",1
"HA1-19",62,"Festuca hystrix",1
"HA1-19",98,"Festuca hystrix",1
"HA1-19",19,"Festuca hystrix",1
"HA1-09",18,"Festuca hystrix",1
"HA1-19",99,"Festuca hystrix",1
"HA1-19",47,"Festuca hystrix",1
"HA1-09",5,"Festuca hystrix",1
"HA1-19",100,"Festuca hystrix",1
"HA1-19",1,"Festuca hystrix",1
"HA1-09",41,"Festuca hystrix",1
"HA2-19",44,"Festuca hystrix",1
"HA2-19",64,"Festuca hystrix",1
"HA1-19",83,"Festuca hystrix",1
"HA2-19",31,"Festuca hystrix",1
"HA2-19",54,"Festuca hystrix",1
"HA1-09",24,"Festuca hystrix",1
"HA1-19",85,"Festuca hystrix",1
"HA2-19",32,"Festuca hystrix",1
"HA1-09",71,"Festuca hystrix",1
"HA1-09",79,"Festuca hystrix",1
"HA1-09",69,"Festuca hystrix",1
"HA1-09",28,"Festuca hystrix",1
"HA2-09",26,"Festuca hystrix",1
"HA1-19",87,"Festuca hystrix",1
"HA1-19",48,"Festuca hystrix",1
"HA2-09",43,"Festuca hystrix",1
"HA2-09",63,"Festuca hystrix",1
"HA1-09",10,"Festuca hystrix",1
"HA1-19",91,"Festuca hystrix",1
"HA1-19",35,"Festuca hystrix",1
"HA1-19",36,"Festuca hystrix",1
"HA1-09",19,"Festuca hystrix",1
"HA1-19",18,"Festuca hystrix",1
"HA2-19",16,"Festuca hystrix",1
"HA2-09",17,"Festuca hystrix",1
"HA2-19",17,"Festuca hystrix",1
"HA2-09",16,"Festuca hystrix",1
"HA1-09",29,"Festuca hystrix",1
"HA2-09",2,"Festuca hystrix",1
"HA1-09",83,"Festuca hystrix",1
"HA2-19",43,"Festuca hystrix",1
"HA1-09",65,"Festuca hystrix",1
"HA1-09",78,"Festuca hystrix",1
"HA1-09",99,"Festuca hystrix",1
"HA1-19",26,"Festuca hystrix",1
"HA1-09",11,"Festuca hystrix",1
"HA2-19",7,"Festuca hystrix",1
